ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_6,BILL_AMT6,PAY_5,BILL_AMT5,PAY_4,BILL_AMT4,PAY_3,PAY_2,PAY_0,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
7678,20000,2,3,1,23,2,19195,2,18752,0,18293,0,0,0,20030,18808,17080,1600,1300,1500,900,900,787,0
7679,90000,2,2,2,26,0,34938,0,34396,0,37323,0,0,0,43310,40275,37800,2500,3000,3000,2000,3000,3000,0
7680,50000,2,3,2,41,2,25725,2,26298,2,25857,2,2,2,24064,24981,25473,1600,1200,1100,1000,0,1948,1
7681,220000,1,2,1,49,0,144529,0,153045,0,153069,0,0,0,153880,143020,117567,6300,4500,37486,6000,5200,5002,0
7682,60000,2,2,3,64,0,24505,0,28992,0,28357,0,0,2,24541,25838,27022,2000,2000,2000,1000,1000,2000,1
7683,240000,1,3,1,48,0,138504,0,134744,0,131864,0,0,0,111990,125109,129014,15000,6000,5000,5000,6000,6000,0
7684,4.00E+05,2,2,2,40,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
7685,120000,1,1,2,30,2,323,-1,473,-2,0,-1,-1,-1,179,1403,0,1403,0,0,473,0,9438,0
7686,280000,2,1,1,37,-1,3582,-1,94,-1,539,-2,-2,1,0,0,0,0,0,539,0,3582,392,0
7687,390000,2,2,2,28,-1,3343,-1,1205,-1,2219,-1,-1,-1,1421,1286,2123,1294,2133,2230,1209,3365,2151,0
7688,340000,2,1,1,46,-1,11132,-1,84739,-1,11922,-1,-1,-1,9435,40670,14007,40670,24330,11943,84739,11132,46039,0
7689,10000,1,2,2,47,0,9067,-1,9767,-1,-10433,-1,-1,-1,219,9110,9797,10400,1000,0,20200,200,0,1
7690,110000,1,2,1,35,0,49448,0,51412,0,50184,0,0,0,48131,73221,74341,32123,3000,1800,2041,2069,3000,1
7691,1.00E+05,1,2,2,31,-2,-5000,-2,-5000,-2,-5000,0,0,0,95972,97650,-5000,5000,0,0,0,0,0,0
7692,130000,2,2,1,25,0,44529,0,52681,0,54560,0,0,0,119703,122967,125101,5200,5301,3000,2000,5000,13801,0
7693,230000,1,2,1,45,0,102263,0,100276,2,98219,2,2,2,221691,226696,223872,10000,3600,0,3628,3643,3929,0
7694,290000,2,2,1,39,2,294131,2,284430,0,283034,0,0,0,296002,284025,278422,12000,11600,12628,8000,16600,4000,1
7695,50000,1,1,2,29,0,22881,0,21234,0,20721,0,0,0,16645,18368,20053,2000,2000,1000,1000,2000,0,0
7696,120000,2,1,2,27,-2,150,-2,6280,-2,36830,-2,-2,-2,13394,17356,6826,17456,6826,36837,6280,150,504,0
7697,240000,2,1,1,36,-1,2737,-1,7588,0,5673,-1,-1,-1,7058,4786,6853,4789,6853,113,7588,2737,0,1
7698,360000,2,1,2,32,0,108772,0,140324,0,138123,0,0,0,166848,149903,138091,7294,6135,4504,4669,4060,3475,0
7699,110000,2,3,2,31,0,58147,0,60695,0,61486,0,0,0,77595,78322,66068,3700,2212,2100,2200,2200,1910,0
7700,60000,2,3,2,23,0,30201,-1,29468,0,500,0,0,0,23268,16603,8651,1215,1001,502,29468,1201,1000,0
7701,130000,1,1,2,33,0,0,0,6480,-1,8495,-2,-2,1,0,0,0,0,0,8495,0,0,0,1
7702,250000,2,1,1,31,-2,0,-1,0,-1,95,-1,-1,-1,315,-72,7304,0,7376,0,0,0,0,0
7703,410000,1,3,2,38,-1,6286,-1,2650,-1,2546,-1,-1,-1,4822,232,2255,233,2266,2558,2663,6303,12,0
7704,130000,2,3,2,53,0,92672,0,90682,0,90167,0,0,0,100184,99001,88214,4700,3200,3403,3300,3500,3300,0
7705,2.00E+05,1,1,2,38,2,194326,2,202139,2,190960,0,0,0,180486,183076,195535,7000,15500,0,14184,0,6700,0
7706,60000,2,1,2,25,0,36724,0,36099,0,35321,0,2,2,37287,36412,37280,0,1800,1414,1500,1377,1402,0
7707,20000,1,1,2,25,-2,3823,-2,3569,-2,1855,-2,-2,-2,85,1347,3969,1377,4122,1865,3611,3823,19386,0
7708,20000,1,2,1,37,0,7755,2,11011,0,11280,0,0,0,17214,9633,10944,2248,1500,757,0,430,1000,0
7709,380000,2,2,1,50,2,266266,2,288820,0,307801,0,0,0,294100,313346,299786,30125,11600,20009,11000,0,40000,0
7710,80000,1,3,1,47,0,39762,-1,40452,0,34712,0,0,0,78415,80093,74598,3369,1688,694,44492,1455,1365,1
7711,160000,1,2,2,31,0,25925,0,25898,0,25754,0,0,0,24645,24956,25819,1420,1699,1050,1104,1041,1000,0
7712,50000,1,1,2,23,0,29739,0,29174,0,28331,0,2,1,47201,47548,48402,1400,1800,1100,1300,1200,1100,0
7713,50000,1,2,1,34,0,2800,0,5964,0,30215,0,0,0,24249,25952,29915,2100,5000,1000,0,56,0,0
7714,310000,1,2,1,34,0,43296,0,44693,0,46342,0,0,0,97196,95832,83123,6000,5000,4000,3000,3000,2000,0
7715,130000,1,2,2,30,2,109733,2,103550,0,105347,0,0,0,95799,97858,100534,4500,5200,8000,0,8100,0,0
7716,180000,1,1,2,33,0,17122,0,20671,0,23461,2,0,0,33331,35311,31648,5317,23,208,10,51,0,0
7717,130000,2,2,1,43,0,82883,0,80733,0,97685,0,0,0,129099,130522,106158,5008,6003,4000,3000,4870,3000,0
7718,50000,1,1,1,35,0,50389,0,49518,0,45122,0,0,0,50482,50267,44880,6749,5000,8000,5000,10000,2000,0
7719,150000,2,2,1,30,0,25168,0,21849,0,30564,0,2,1,36472,33947,35518,0,5035,5000,900,10000,7000,1
7720,230000,2,1,2,25,-2,0,0,0,0,5860,0,0,0,32915,21726,12299,4794,3116,5029,0,0,0,0
7721,20000,2,1,2,23,0,21775,0,19522,0,18826,0,0,0,19082,19286,19637,1321,1400,1000,1000,2583,0,0
7722,360000,2,1,1,33,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
7723,180000,2,1,1,31,-2,0,-1,0,-1,2537,-2,-2,1,0,0,0,0,0,2537,0,0,0,0
7724,280000,1,2,1,37,0,183287,0,184042,0,189545,0,0,0,196807,193629,195583,7005,10023,7047,7023,7012,7017,0
7725,90000,2,1,2,23,2,8304,2,10050,2,9601,0,0,-1,11495,10764,11304,1200,3000,0,2000,0,2000,1
7726,210000,1,2,1,41,0,119494,0,59502,0,69670,0,2,1,149343,145319,86335,0,5000,3600,2000,2000,5000,0
7727,240000,1,1,2,30,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
7728,2.00E+05,2,1,1,49,-2,-61,-2,-61,-2,-61,-2,-1,-1,4739,-61,-61,0,0,0,0,0,0,0
7729,180000,2,1,1,35,0,20412,0,67976,0,60607,0,0,0,47603,48705,50140,5705,3003,10607,7976,5412,2460,0
7730,190000,1,3,1,44,0,0,0,2184,0,2184,2,-1,1,-1600,2400,2184,4000,0,0,0,0,0,0
7731,50000,2,3,1,53,-1,4809,-1,4165,-1,4521,-1,-1,-1,4794,3848,4682,4000,5000,5000,4200,4810,4763,0
7732,80000,2,5,1,23,0,0,0,26920,0,24455,-1,-1,-1,5000,0,31432,0,31432,3000,3000,0,0,0
7733,50000,1,2,2,23,0,5685,0,4768,0,7666,0,2,2,32589,32583,21197,1000,2000,1000,1000,1000,1000,1
7734,130000,1,1,2,29,-2,-10,-2,-10,-2,-10,-2,0,0,102640,-10,-10,0,0,0,0,0,0,0
7735,30000,2,2,1,52,2,22129,2,21632,2,21118,2,2,2,18499,20391,20758,2500,1000,1000,1000,1000,0,1
7736,30000,2,1,2,28,-1,664,0,-175,0,25829,0,0,0,36541,17625,26243,5000,11000,3000,2000,1500,0,0
7737,50000,1,2,2,24,0,23932,0,23473,2,22994,2,0,0,20378,23346,23670,3300,1000,0,1000,1000,962,1
7738,360000,2,1,1,41,0,122578,0,99983,0,100251,0,0,0,100608,95511,96288,4000,6000,5000,4000,80000,5000,0
7739,80000,2,2,2,24,0,41588,0,40946,0,40092,0,0,2,45647,45248,33696,2039,2000,7000,1482,2501,3082,1
7740,460000,1,1,2,33,0,157246,0,154177,0,172072,0,0,0,161054,164509,168730,6050,7000,6000,5593,5630,6089,0
7741,2.00E+05,1,1,1,48,-1,3366,-1,3601,-1,4930,-1,-1,-1,5472,4306,4655,4318,4681,4958,3712,3476,990,0
7742,50000,1,2,2,22,0,15017,-1,4337,-1,10353,0,0,0,49334,48237,49496,5000,2510,10371,16533,11017,698,1
7743,370000,2,2,2,28,0,46555,0,63656,0,69872,0,0,0,87248,82477,71825,2896,2097,2000,1818,1044,28034,0
7744,20000,2,2,1,42,2,20831,2,20512,2,19978,2,2,3,18464,19465,19649,1600,800,950,1000,800,0,1
7745,50000,2,1,2,24,0,34944,0,34211,0,33769,0,0,0,50537,44686,38493,2554,1900,1355,1300,1300,1500,0
7746,80000,1,2,1,54,0,22988,0,22743,0,22460,0,0,0,26730,24568,27979,1500,3901,1001,1001,1001,1901,0
7747,170000,2,1,1,31,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
7748,4.00E+05,1,1,1,54,-2,15319,-2,48976,-2,4895,-2,-2,-2,1348,21411,-25,21532,0,4920,49221,15395,0,0
7749,5.00E+05,2,2,1,41,0,44422,0,62783,0,76152,0,0,0,131720,103746,91805,3900,3200,2766,2100,1703,1092,0
7750,250000,1,3,1,44,-1,576,-1,38051,-1,43546,-1,-1,-1,6826,3900,4482,3924,4482,43676,38166,576,2389,1
7751,80000,2,2,2,22,0,30085,0,30145,0,30165,0,0,0,80491,64868,51936,2327,1687,1052,1076,1121,1237,0
7752,90000,2,2,3,40,2,66997,0,68248,0,61778,0,2,1,89762,90395,87428,3000,2773,2402,7660,0,2711,0
7753,120000,1,3,2,44,0,67711,0,120937,0,124530,2,3,4,149229,138487,127516,0,0,6000,5067,1548,120862,1
7754,310000,1,2,1,44,0,14520,0,12204,0,8843,0,0,0,3947,5987,7739,2500,2000,2000,3500,2500,1500,0
7755,20000,1,2,2,22,-1,500,-1,1698,-2,734,-2,0,0,13540,397,998,406,1101,736,1799,601,0,0
7756,60000,2,2,2,29,2,3972,2,1543,-1,1887,2,2,-1,4603,4186,0,0,0,1887,0,3557,0,0
7757,460000,2,1,2,29,0,173330,0,169983,0,165246,0,0,0,170894,160223,160894,7018,7000,7002,8007,8038,6052,0
7758,220000,1,2,1,40,-1,9401,-1,3083,-1,4887,-1,-1,-1,2300,1000,11289,1000,11289,4887,3083,10020,6473,0
7759,220000,1,1,2,32,0,182435,0,180458,0,104747,0,0,0,203689,204943,172926,10000,8000,6000,107000,13000,8000,1
7760,20000,1,2,2,33,-2,0,0,0,0,9152,0,2,1,17439,16872,17483,0,1000,183,0,0,0,0
7761,80000,1,3,1,38,2,1261,-1,2705,0,1261,2,-1,-1,6270,14412,12540,19421,0,0,2705,0,1261,1
7762,220000,1,1,2,31,-1,4159,-1,5157,-1,6452,-1,-1,-1,7521,4023,5878,4028,5892,6463,5163,4169,3733,0
7763,20000,1,2,2,23,0,20929,0,16399,0,14402,0,0,0,10478,11193,12207,1193,1207,2402,2399,5000,0,0
7764,1.00E+05,2,2,2,26,0,52685,0,51543,0,50508,0,0,0,46891,48134,49331,2000,2000,2000,2000,2000,2000,0
7765,230000,2,1,2,31,0,62003,0,62063,0,90997,0,0,0,81734,82238,80623,3687,4539,2220,3214,2407,2061,0
7766,3.00E+05,2,2,1,40,-1,-8276,0,201425,0,196467,0,0,0,184164,151244,150727,7028,6000,50000,10013,9505,175074,0
7767,20000,1,2,2,24,-1,780,-1,0,-1,780,-1,-1,0,2522,390,0,390,0,780,0,780,0,0
7768,160000,1,1,2,29,-1,540,-1,390,0,390,-1,-1,-1,390,4238,780,4238,780,0,390,540,780,0
7769,70000,2,2,1,27,2,58269,2,57072,0,55625,0,2,1,48098,47922,51806,881,4700,4700,2500,2300,2300,1
7770,240000,2,2,2,37,0,243498,0,243198,0,369693,0,0,0,280110,281104,286048,10000,15002,9000,10000,8600,8500,0
7771,1.00E+05,1,2,2,25,0,23542,0,23176,0,23263,-1,-1,-1,1285,2530,23496,2530,23496,1500,1500,2000,1500,0
7772,220000,1,2,2,30,-2,1344,-2,18378,-2,17125,-2,-2,-2,18301,20161,24621,2026,10040,1000,1253,1350,4416,0
7773,50000,1,2,2,42,0,7268,0,6869,0,7009,0,0,0,5268,5896,6645,1107,1246,1000,500,1000,390,0
7774,80000,2,3,1,44,-2,0,-2,0,-2,0,-1,-1,-1,5730,5837,0,5837,0,0,0,0,0,0
7775,130000,1,1,2,28,-2,0,-2,0,-2,0,2,2,2,114144,102650,0,0,0,0,0,0,0,1
7776,30000,2,2,2,23,2,29536,2,27548,0,28128,0,2,1,27171,27429,26571,1000,1800,2300,0,2600,0,0
7777,360000,2,2,1,46,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
7778,280000,1,2,1,34,0,114110,0,124489,0,124078,0,0,0,126305,128888,123909,4728,4700,4210,4455,4109,4000,1
7779,230000,1,1,1,45,0,48942,0,47834,0,46853,0,0,0,43885,44926,45941,1749,1764,1676,1735,1902,2189,0
7780,30000,2,1,2,24,-1,4653,-1,2583,-1,0,-1,-1,-1,3055,18392,640,18407,640,0,2583,4653,2583,0
7781,70000,2,2,1,28,0,30379,0,30053,0,28526,0,0,0,45738,36105,27484,4016,2000,2000,2000,2000,2000,1
7782,1.00E+05,1,2,2,32,0,46799,0,46798,0,46727,0,0,0,43788,44843,45814,1759,1730,1643,1696,1685,1653,0
7783,50000,1,2,2,27,0,41758,2,50463,-1,51457,0,0,0,50679,45126,37800,2033,1900,51457,0,1642,1538,1
7784,150000,2,2,2,26,-2,0,-2,0,-2,0,-2,-2,-2,221,0,0,0,0,0,0,0,0,0
7785,20000,1,2,2,46,-2,0,0,0,0,780,-1,-1,-1,780,0,1170,0,1170,0,0,0,0,1
7786,1.00E+05,1,3,3,48,0,800,0,4098,0,9360,0,-1,2,10514,8408,5250,13008,1119,7110,110,102,0,1
7787,90000,2,2,2,25,0,46350,0,43571,0,42813,2,2,2,41757,42797,41814,2001,0,2000,1600,3500,0,1
7788,50000,1,3,2,49,0,10012,0,3266,0,11292,0,0,0,34461,35582,40610,2000,6000,2000,2200,10000,2100,0
7789,2.00E+05,1,1,1,49,2,2500,2,2500,2,2500,2,2,2,2500,2500,2500,0,0,0,0,0,0,1
7790,250000,2,2,2,26,-1,1547,0,19152,0,24097,0,0,0,46467,17787,18852,1500,1500,5645,500,1547,0,0
7791,140000,2,1,1,32,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
7792,320000,2,2,1,44,-1,396,0,396,-1,792,-1,-1,-1,396,396,396,396,396,792,0,396,396,0
7793,20000,2,2,1,22,2,20903,2,20540,2,19415,2,2,2,20439,20564,20479,1602,900,0,1800,850,0,1
7794,80000,2,2,2,26,0,41471,0,40505,0,52052,0,0,0,46738,48237,49642,3001,3000,3000,3000,1637,2928,0
7795,3.00E+05,2,2,2,36,-1,88632,-1,16418,-1,0,-1,-2,1,0,0,200,0,200,0,16418,88632,1913,0
7796,5.00E+05,2,1,1,38,-1,11461,-1,19120,2,16025,0,0,0,54787,72780,48785,20015,1670,0,19120,11461,18038,0
7797,30000,1,2,2,22,0,2578,0,8864,0,14260,0,-1,1,4873,14891,14860,16547,3000,1000,1000,1990,3597,0
7798,130000,2,4,2,47,-1,1299,-1,1299,0,1299,-1,-1,2,1478,1501,2598,1501,2598,0,1299,1299,1299,0
7799,40000,1,2,1,25,2,37661,0,38410,0,38674,0,0,0,37540,38611,39508,1976,1873,1300,2824,0,2000,0
7800,20000,2,2,2,22,-1,19191,-2,0,0,0,0,0,0,19194,19840,7627,1129,1002,0,0,19191,0,0
7801,470000,2,1,2,39,-1,2140,-1,831,-1,5289,-1,-1,-1,1264,5478,4753,5478,4757,5289,831,2140,2440,0
7802,2.00E+05,2,1,2,42,-1,301,-1,894,-1,3607,-1,-1,-1,1347,208,1582,208,1677,3607,894,301,2457,1
7803,50000,2,2,2,31,2,34116,2,33416,2,32787,2,2,2,30619,31634,32317,1800,1500,1300,1300,1400,1500,1
7804,130000,2,2,1,36,0,-2000,0,29671,0,29018,0,0,0,26244,27068,28383,1550,1769,1404,1493,0,4720,0
7805,1.00E+05,2,2,1,33,-1,10175,-2,2458,-2,1889,-2,-2,-2,5576,792,0,792,0,1889,2458,10175,122,0
7806,160000,1,1,2,29,0,326,-1,326,-1,-10,-1,-1,-1,554,-78,622,0,700,0,652,0,0,0
7807,50000,1,3,2,26,-1,20148,0,10708,0,19762,0,0,0,24132,20109,19932,1902,1200,30,1031,20201,605,0
7808,180000,1,1,1,42,0,81206,0,81316,0,81755,0,0,0,124064,121847,82809,5087,2891,3755,2941,3206,2837,0
7809,50000,1,3,2,29,0,19555,0,19040,0,19268,0,0,0,47863,48261,19258,2000,2000,1000,1000,1000,1000,0
7810,70000,2,3,1,40,0,49705,0,49080,0,49179,0,0,0,65198,65674,58599,2924,1924,1726,1763,2136,1384,0
7811,270000,1,2,1,53,2,232680,2,228084,2,214795,2,2,2,211630,209812,219829,3000,15000,0,17000,8500,0,1
7812,210000,2,2,1,48,-2,-20,-2,120,-2,60,-2,-2,-2,140,140,140,140,140,60,200,0,0,0
7813,70000,2,2,1,43,-1,917,0,1473,0,2917,0,0,0,66083,67681,40849,3017,2025,58,29,917,40442,0
7814,160000,2,1,2,31,-1,7938,0,7350,-1,7634,-1,-1,-1,3555,7340,0,7340,0,7634,0,7938,3993,0
7815,30000,2,2,1,27,0,3396,0,16340,0,16013,0,0,0,4527,7427,11013,3000,6000,5000,327,3396,1680,0
7816,250000,1,1,2,29,0,1893,-1,5107,-1,1184,-1,-1,-1,12044,3260,4037,3276,4057,1196,5123,6,2539,0
7817,10000,2,3,1,51,2,5566,2,4233,0,4441,0,2,1,2731,2541,3499,0,1000,1000,0,2000,1170,0
7818,50000,1,2,2,27,2,19275,2,19742,2,19483,2,2,1,17654,17082,20088,0,3300,0,1560,0,881,0
7819,120000,1,3,1,38,-1,9769,0,5228,-1,10912,-1,-1,-1,3465,5543,5463,5558,5479,10929,24,9769,18,0
7820,50000,1,2,2,28,0,27084,0,53718,0,28433,0,0,0,49417,48104,49348,1966,2210,1946,983,1950,946,0
7821,250000,1,1,2,36,0,92456,0,90312,0,88397,0,0,0,143200,146391,91714,7000,3500,3100,3200,3500,3500,0
7822,20000,1,2,2,48,-2,0,0,0,0,780,2,-1,-1,390,1170,780,1170,0,0,0,0,0,1
7823,70000,2,2,2,25,0,20208,0,19073,0,18887,0,0,0,19508,19633,19685,2000,2000,1000,2000,3003,3007,0
7824,50000,1,2,2,46,0,19730,0,19049,0,20127,0,-1,-1,2635,27299,21206,27921,1262,656,655,2433,1000,0
7825,110000,1,2,2,41,0,112021,0,120537,0,118254,0,0,0,120767,133593,125852,24800,4400,4300,4205,4500,4304,0
7826,1.00E+05,2,1,2,32,0,34749,-1,34087,0,8235,0,2,1,7130,6873,8101,0,1500,565,36252,1500,2500,0
7827,20000,1,2,1,31,-1,0,-1,1600,-2,-201,-2,-2,-2,-66,-66,460,0,526,201,1801,0,0,0
7828,120000,2,2,1,25,0,79594,0,76779,0,74898,0,0,0,30925,73143,73130,43272,3120,2888,3001,4500,2500,0
7829,50000,1,2,2,26,-1,18032,-1,-765,-1,1757,0,0,0,5385,4754,-43,2000,0,1800,0,19000,4000,0
7830,140000,1,2,1,29,2,76888,2,78305,2,73909,2,2,1,73302,74539,75724,3000,3000,0,5763,0,6100,1
7831,140000,1,2,1,34,-1,711,-1,711,-1,10976,-1,-1,-1,711,711,711,711,711,10976,711,711,291,1
7832,250000,2,1,1,39,0,167607,0,206988,0,199400,0,0,0,196409,182372,191040,6023,15000,10011,11214,5315,3180,0
7833,180000,2,2,2,30,0,48222,0,47790,0,45130,0,0,0,43779,44213,44561,1751,1712,1894,4000,1837,1711,0
7834,130000,1,2,2,26,-2,0,-2,0,-2,0,0,0,0,55348,55400,0,1650,0,0,0,0,0,0
7835,2.00E+05,1,1,2,27,-2,26903,-2,750,-2,-2,-2,-2,-2,2436,3458,758,5963,760,0,752,26983,599,0
7836,1.00E+05,2,1,2,26,0,70844,2,69311,2,70566,2,0,0,64086,68836,69704,6005,2600,2600,0,2685,2800,0
7837,20000,1,2,2,23,0,18495,0,4305,0,12915,0,0,-1,15879,15441,9124,4000,2000,10000,500,16000,1000,0
7838,290000,2,3,2,27,-1,9672,-1,164570,-1,22463,0,0,0,63584,28972,10772,2000,1399,22468,164791,9672,18889,0
7839,110000,1,1,1,46,0,59594,0,59247,0,57940,0,0,0,106111,108698,105666,5015,4081,2101,2202,2204,2100,0
7840,30000,2,2,2,27,3,300,4,600,5,1200,5,2,2,1200,1200,1200,0,0,0,0,0,0,0
7841,150000,2,3,2,23,0,65839,0,4526,0,7686,0,0,0,6319,8190,6686,2000,1000,1000,0,63300,11632,0
7842,150000,2,2,2,34,-1,5438,-1,810,-1,713,-1,-1,-1,1467,698,4102,701,4137,719,817,5467,9587,0
7843,120000,2,1,2,25,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
7844,280000,1,2,1,28,0,28333,0,27492,0,26926,0,0,0,24189,25294,26667,1500,1800,1000,1000,1300,1000,0
7845,90000,2,2,1,36,-1,209,-2,-191,-2,-191,-2,-2,1,-191,-191,-191,0,0,0,0,550,3780,0
7846,130000,1,2,1,39,-1,390,-1,390,-1,390,-1,-1,0,10896,390,390,390,390,390,390,390,390,0
7847,30000,1,2,2,24,0,30257,0,28433,2,27831,2,2,1,27262,26545,28590,0,2800,0,1050,2300,0,1
7848,1.00E+05,1,1,1,25,-2,0,-2,0,0,0,0,0,-1,91842,40308,41800,1809,2301,0,0,0,0,0
7849,30000,2,1,2,27,2,23428,0,24061,0,22544,0,0,0,20234,20476,21991,2000,3000,2000,2000,1000,0,1
7850,90000,2,2,1,28,0,20650,0,20229,0,28068,0,0,0,45537,43173,36230,3000,2500,2000,2000,1100,0,0
7851,160000,2,2,1,25,0,16331,0,99527,0,99434,2,3,4,103398,100925,97701,0,0,2321,432,546,550,0
7852,260000,1,1,1,51,-2,4090,-1,0,-1,529,-1,-1,-1,771,1593,419,1596,437,529,0,4090,98,0
7853,50000,1,1,2,28,0,30625,0,29138,0,28094,0,0,2,48508,45951,44013,2500,2000,1200,1500,2000,1500,1
7854,260000,1,3,2,27,0,146615,0,144032,0,140455,0,0,0,132755,137049,137558,6417,5000,5184,6000,5026,4005,0
7855,220000,2,1,2,35,-1,3264,-1,5774,-1,5572,-1,-1,-1,7443,5572,5572,5600,5600,5600,5802,3279,5613,0
7856,20000,2,2,2,22,0,20506,0,19702,0,19397,0,0,0,19248,20054,19133,2000,1300,678,706,2037,0,0
7857,3.00E+05,2,1,2,25,3,305413,2,311256,3,306395,4,5,1,315632,309330,302869,0,0,10000,10000,0,0,1
7858,250000,2,1,2,31,-2,-529,-2,-329,-2,-329,-2,-2,1,-129,-129,-329,0,200,0,0,200,86,0
7859,2.00E+05,1,2,2,30,-1,0,-1,416,-1,416,-1,-1,-1,416,416,416,416,416,416,416,0,832,0
7860,20000,2,2,2,21,0,0,0,19500,0,12900,2,0,0,13660,15056,15400,2000,1000,0,6600,0,0,0
7861,50000,1,2,2,25,0,28278,2,27691,2,28280,2,3,3,26798,27274,27529,1200,1000,1500,0,1200,1200,1
7862,1.00E+05,2,3,2,28,0,20529,0,31410,0,61244,-1,-1,0,7220,13677,49773,13695,49813,50054,33,10028,1.00E+05,0
7863,170000,1,2,1,37,0,107682,0,123439,0,120084,0,0,0,164240,167116,165432,8019,6196,4300,5000,4006,4007,0
7864,120000,1,1,1,37,0,78771,0,80944,0,80531,0,0,0,68329,72212,79334,5000,9000,3000,3100,3000,3000,0
7865,120000,2,2,2,38,0,16897,0,16170,0,15833,0,0,0,33814,35033,36175,1766,1908,566,591,1000,626,0
7866,50000,1,2,2,26,0,18921,2,19500,0,19941,0,0,0,37862,17545,18537,1304,1296,1700,2,800,1000,0
7867,260000,2,1,2,28,0,35144,0,36117,0,54725,0,0,0,63504,66283,67341,4000,3002,2000,2000,2464,1000,0
7868,60000,2,2,2,44,-2,0,-1,0,-1,590,0,0,0,57657,54173,67300,3400,1650,1180,0,0,400,0
7869,120000,2,2,2,28,-2,0,-2,0,-2,0,2,2,-1,200,200,0,0,0,0,0,0,0,1
7870,220000,2,3,1,47,-1,62140,-1,184483,-1,22792,-1,-1,-1,38412,50367,64735,50451,64775,22794,184483,62140,48080,0
7871,2.00E+05,1,1,2,26,-2,-201,-2,-201,-2,-201,-2,-1,-1,299,-201,-201,0,0,0,0,0,0,0
7872,90000,2,2,1,45,0,86938,-1,87497,0,20301,0,0,0,63049,71245,70819,10000,1612,0,87497,10000,20000,0
7873,310000,2,1,1,25,0,83461,0,107986,0,125869,0,0,0,184538,153625,142810,5019,3872,3147,2912,5109,1604,0
7874,110000,2,2,1,34,0,21740,0,21465,0,20729,0,0,0,18328,19385,20400,1300,1280,600,1005,709,732,0
7875,140000,2,2,2,42,0,28697,0,28139,0,27714,0,0,0,24984,26010,27026,1434,1450,1138,1021,1026,1061,0
7876,160000,2,1,1,51,0,10934,-1,10968,-1,2447,-1,0,0,63406,64176,2348,2901,2348,2447,10968,531,208,0
7877,80000,2,2,2,24,2,27091,2,27685,2,27064,2,2,2,23787,23124,26700,0,4300,1100,1200,0,2500,1
7878,5.00E+05,2,1,1,36,0,186618,0,163408,0,199360,0,0,0,251931,301458,234316,101458,10009,20071,20000,35565,18000,0
7879,130000,1,2,2,29,0,101763,0,101826,0,101794,0,0,0,130708,132080,130128,6658,5146,4000,4000,3866,3435,0
7880,240000,2,2,1,44,0,210100,0,206167,2,232995,0,0,0,220439,224653,238637,9657,19253,0,7641,7522,7949,0
7881,50000,2,2,2,24,7,2400,7,2400,7,2400,7,2,2,2400,2400,2400,0,0,0,0,0,0,1
7882,180000,2,1,1,42,-2,0,-2,1200,-2,0,-1,-1,1,0,1290,0,1290,0,0,1200,0,0,0
7883,240000,1,2,2,33,-1,10625,-1,10506,0,7324,-1,-1,-1,1863,15172,8930,15172,8930,0,10526,10625,11982,1
7884,180000,1,2,1,30,0,52781,0,51543,0,52629,0,0,0,135001,135199,134817,6100,6000,1900,1680,1900,3888,0
7885,130000,1,2,2,33,0,125917,0,123655,0,121377,0,0,0,114984,118641,119286,5800,4400,4350,4500,4600,5000,0
7886,50000,2,1,2,24,-2,0,-2,0,-2,0,0,0,0,12806,13490,0,7522,0,0,0,0,0,1
7887,5.00E+05,1,1,2,34,-1,2300,0,36039,2,62450,-1,-1,-1,154085,4373,65539,4373,62450,0,500,2300,211192,0
7888,2.00E+05,1,2,1,29,2,189449,0,192713,0,181235,0,0,0,168374,172158,175701,8000,7900,10000,14400,0,6700,0
7889,220000,2,1,2,29,-2,321,-2,7838,-2,21189,-2,-2,-2,19030,14287,8183,14287,8194,22000,7838,321,21317,0
7890,70000,1,2,1,33,0,25222,0,24684,0,24124,2,0,0,21670,24401,23716,3400,0,1100,1100,1100,1103,0
7891,440000,1,1,1,31,-1,1652,0,7577,0,13247,0,0,-1,21359,18905,16540,5023,3024,1043,3037,1660,365,0
7892,290000,1,4,1,52,0,108228,0,106511,-1,105145,-1,-1,0,302396,2000,2208,2000,2604,215917,3685,3700,3786,0
7893,50000,2,2,2,23,0,13835,0,27905,0,28809,0,0,0,30941,30730,29908,1751,1402,776,773,522,430,0
7894,120000,2,2,2,23,0,36644,0,32150,0,22321,0,0,0,115653,108971,83592,5000,5000,2000,20000,10000,10000,0
